trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,trans_num,is_fraud,density,trans_date,AM_PM,age,day_name,IIN
2019-01-03 18:07:01,4922710831011201,fraud_Pouros-Conroy,shopping_pos,711.66,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,d8daaffedc75c3e9228351ffac06aca9,1,1009,2019-01-03,PM,77,Thursday,492271
2019-01-03 22:09:00,4922710831011201,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,707.5,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,e366fd492cb7dfca302daba1f62ba9f4,1,1009,2019-01-03,PM,77,Thursday,492271
2019-01-03 22:21:15,4613314721966,fraud_Fisher Inc,shopping_net,942.62,M,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,41b9e040c87e3ec6928ea9f86c571774,1,1513,2019-01-03,PM,30,Thursday,461331
2019-01-03 22:58:44,4922710831011201,fraud_Mosciski Group,travel,4.5,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,2751eef2242b86fba1c3e6c1bb6a7022,1,1009,2019-01-03,PM,77,Thursday,492271
2019-01-03 23:09:51,4613314721966,fraud_Morissette PLC,shopping_pos,821.96,M,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,b7941dbeaf57c1dd33db619996852b0a,1,1513,2019-01-03,PM,30,Thursday,461331
2019-01-03 23:29:57,4613314721966,fraud_Lemke-Gutmann,shopping_net,1092.68,M,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,d7a512888741e0585a7277b2d1bc8348,1,1513,2019-01-03,PM,30,Thursday,461331
2019-01-03 23:41:36,4613314721966,fraud_Mohr-Bayer,shopping_net,1254.27,M,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,e8cd6d3df90834fe23e6ebb4e52a7349,1,1513,2019-01-03,PM,30,Thursday,461331
2019-01-03 23:44:42,340187018810220,"fraud_Moen, Reinger and Murphy",grocery_pos,274.09,F,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,fdae36d3824101b501a9500505c0dd4c,1,7,2019-01-03,PM,58,Thursday,340187
2019-01-04 00:58:03,341546199006537,"fraud_Stokes, Christiansen and Sipes",grocery_net,14.37,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,a3806e984cec6ac0096d8184c64ad3a1,1,1568,2019-01-04,AM,79,Friday,341546
2019-01-04 02:13:44,4922710831011201,fraud_Rau and Sons,grocery_pos,316.93,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,9a6497aef537514b394fad2b89ef0516,1,1009,2019-01-04,AM,77,Friday,492271
2019-01-04 02:57:17,4922710831011201,fraud_Padberg-Welch,grocery_pos,327.68,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,4ae53182552dba862e94bf0b13dda3e6,1,1009,2019-01-04,AM,77,Friday,492271
2019-01-04 15:06:38,341546199006537,fraud_Predovic Inc,shopping_net,966.11,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,a59185fe1b9ccf21323f581d7477573f,1,1568,2019-01-04,PM,79,Friday,341546
2019-01-04 15:20:17,4922710831011201,fraud_Corwin-Gorczany,misc_net,795.22,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,2e88359c19111450f2e481e6d527eec0,1,1009,2019-01-04,PM,77,Friday,492271
2019-01-04 15:48:45,4922710831011201,"fraud_Bins, Balistreri and Beatty",shopping_pos,1015.8,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,7bd2173c927f2df10a800991cce11f89,1,1009,2019-01-04,PM,77,Friday,492271
2019-01-04 22:10:09,4922710831011201,fraud_Block-Parisian,misc_net,722.18,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,bec7c3860e212f2bd26708879eae59d5,1,1009,2019-01-04,PM,77,Friday,492271
2019-01-04 22:14:07,4922710831011201,fraud_Schmidt and Sons,shopping_net,898.81,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,d54162245d726a6d45cb6f4b8dc44501,1,1009,2019-01-04,PM,77,Friday,492271
2019-01-04 22:22:44,4922710831011201,fraud_Ankunding LLC,shopping_net,1001.63,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,17aaea3bad11807b6011536f6333de8c,1,1009,2019-01-04,PM,77,Friday,492271
2019-01-04 22:37:04,341546199006537,fraud_Wisozk and Sons,misc_pos,49.61,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,86ba3a888b42cd3925881fa34177b4e0,1,1568,2019-01-04,PM,79,Friday,341546
2019-01-04 23:06:28,341546199006537,fraud_Murray-Smitham,grocery_pos,295.26,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,3a068fe1d856f0ecedbed33e4b5f4496,1,1568,2019-01-04,PM,79,Friday,341546
2019-01-04 23:44:56,4922710831011201,fraud_Hills-Witting,shopping_net,1099.99,F,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,0d6c902ae823b78f8a151381a3554680,1,1009,2019-01-04,PM,77,Friday,492271
2019-01-04 23:59:09,341546199006537,fraud_Friesen Ltd,health_fitness,18.17,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,891cdd1191028759dc20dc224347a0ff,1,1568,2019-01-04,PM,79,Friday,341546
2019-01-05 03:15:35,341546199006537,"fraud_Raynor, Reinger and Hagenes",gas_transport,20.45,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,ef010a5f4f570d306a050a368ee2729d,1,1568,2019-01-05,AM,79,Saturday,341546
2019-01-05 03:21:29,341546199006537,fraud_Heller-Langosh,gas_transport,18.19,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,8e2d2fae5319d31c887dddbc70627ac4,1,1568,2019-01-05,AM,79,Saturday,341546
2019-01-05 11:31:23,30328384440870,fraud_Padberg-Welch,grocery_pos,367.29,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,5fbe827807ec9f557f6242bb48db0e51,1,1543,2019-01-05,AM,64,Saturday,303283
2019-01-05 18:03:18,341546199006537,fraud_McGlynn-Heathcote,misc_net,768.15,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,fba83e0a3adb530251295ab72a96b719,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 22:02:34,341546199006537,fraud_Dooley-Thompson,misc_net,849.49,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,b87c92d4824758e704da572891697fed,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 22:05:50,30328384440870,"fraud_Gottlieb, Considine and Schultz",shopping_net,1177.79,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,f1c51701d8b5dd6ebfe7c1aebf0c4fe7,1,1543,2019-01-05,PM,64,Saturday,303283
2019-01-05 22:12:25,341546199006537,"fraud_Moen, Reinger and Murphy",grocery_pos,307.09,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,755e4e8350ec4a3e9309727574c97726,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 22:18:52,341546199006537,"fraud_Hauck, Dietrich and Funk",kids_pets,4.58,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,8fa7880cf01e6adc96e9654d69f3f035,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 22:32:28,341546199006537,fraud_Pouros-Haag,shopping_pos,730.78,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,2396a5b8e277a4ce1d4fa939d6e7b19b,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 22:33:55,341546199006537,fraud_Goyette Inc,shopping_net,1006.4,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,4d7e567247b6c4529ce4c32c03b2f040,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 22:38:15,341546199006537,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,830.72,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,773a3305db095657e1860a39dda24cf2,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 23:17:39,341546199006537,fraud_Pacocha-O'Reilly,grocery_pos,311.92,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,191b3dcec7a6a49438be93cfbeaea9c1,1,1568,2019-01-05,PM,79,Saturday,341546
2019-01-05 23:26:24,30328384440870,fraud_Barrows PLC,shopping_pos,762.93,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,19b126ecf4c79997e9edc6f260c09880,1,1543,2019-01-05,PM,64,Saturday,303283
2019-01-06 18:39:27,30328384440870,fraud_Fisher-Schowalter,shopping_net,855.88,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,bbae703c3794b7738d08739afbaef898,1,1543,2019-01-06,PM,64,Sunday,303283
2019-01-06 23:33:57,30328384440870,fraud_Gleason-Macejkovic,shopping_net,909.29,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,b98eb7183ee8a48e83539addc80ea9cc,1,1543,2019-01-06,PM,64,Sunday,303283
2019-01-07 04:34:48,3597980945245815,"fraud_Schumm, Bauch and Ondricka",grocery_pos,300.14,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,47940b7992cca6310182d5e7805c3128,1,520,2019-01-07,AM,61,Monday,359798
2019-01-07 22:33:05,3597980945245815,"fraud_Baumbach, Feeney and Morar",shopping_net,967.92,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,25b773670af1261dbd7045c31b98b47f,1,520,2019-01-07,PM,61,Monday,359798
2019-01-07 23:44:27,3597980945245815,fraud_Koepp-Witting,grocery_pos,270.01,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,8ee3fd8155bf18da743c0d6a02d8bf35,1,520,2019-01-07,PM,61,Monday,359798
2019-01-07 23:58:33,3597980945245815,fraud_Heidenreich PLC,grocery_pos,289.69,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,684dc0e31f25528e2daf78e488f6adca,1,520,2019-01-07,PM,61,Monday,359798
2019-01-08 00:03:32,4806443445305,fraud_Kuhic Inc,grocery_pos,311.83,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,b238b17dd92611ded634764e3bc95af3,1,521,2019-01-08,AM,17,Tuesday,480644
2019-01-08 00:26:57,4806443445305,fraud_Strosin-Cruickshank,grocery_pos,283.19,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,4ad4cd3d8e148316146ce11a2eacdf54,1,521,2019-01-08,AM,17,Tuesday,480644
2019-01-08 01:23:19,342035762534413,"fraud_Jenkins, Hauck and Friesen",gas_transport,15.82,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,466056ecfc93e779fe86f1734deb8c5d,1,510,2019-01-08,AM,19,Tuesday,342035
2019-01-08 01:25:51,3597980945245815,fraud_Padberg-Welch,grocery_pos,296.32,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,9e677afcc5538c9ac0a8de845e8c404b,1,520,2019-01-08,AM,61,Tuesday,359798
2019-01-08 01:36:15,342035762534413,fraud_O'Keefe-Hudson,grocery_pos,334.28,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,3ec5c62cc7befbf5936f617dd15f4e11,1,510,2019-01-08,AM,19,Tuesday,342035
2019-01-08 01:50:29,4859525594182537,fraud_Howe Ltd,misc_pos,664.73,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,61817f427fdb2a54d7c51595026021d2,1,1039,2019-01-08,AM,28,Tuesday,485952
2019-01-08 02:09:01,3597980945245815,"fraud_Reilly, Heaney and Cole",gas_transport,8.79,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,7e0f4a143f02460813ff71df073fe504,1,520,2019-01-08,AM,61,Tuesday,359798
2019-01-08 02:29:54,3597980945245815,fraud_Bauch-Raynor,grocery_pos,301.55,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,3a65d82d127c75aebade81668e40f5c8,1,520,2019-01-08,AM,61,Tuesday,359798
2019-01-08 02:33:34,342035762534413,fraud_Doyle Ltd,grocery_pos,327.26,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,25c9ac5a9f7c80086c9f5352ef9a10c3,1,510,2019-01-08,AM,19,Tuesday,342035
2019-01-08 03:00:11,4859525594182537,fraud_Cormier LLC,shopping_net,1127.56,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,30e549dc6d1bce7f67ba79622fa364cd,1,1039,2019-01-08,AM,28,Tuesday,485952
2019-01-08 03:06:06,4806443445305,fraud_Bauch-Raynor,grocery_pos,276.41,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,9281d982af32a7f45bbb181bbb17243c,1,521,2019-01-08,AM,17,Tuesday,480644
2019-01-08 03:37:18,4859525594182537,fraud_Durgan-Auer,misc_net,722.92,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,4a5d8951cffbaec09d5b7ffb5f5c8bb9,1,1039,2019-01-08,AM,28,Tuesday,485952
2019-01-08 04:02:44,342035762534413,fraud_Erdman-Kertzmann,gas_transport,8.33,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,88c9a55a6a6d847ce635d5217d5985c7,1,510,2019-01-08,AM,19,Tuesday,342035
2019-01-08 04:26:13,4859525594182537,fraud_Murray-Smitham,grocery_pos,333.09,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,d26385d8b8d9bd3389331563be51a58d,1,1039,2019-01-08,AM,28,Tuesday,485952
2019-01-08 11:41:04,4806443445305,fraud_Murray-Smitham,grocery_pos,291.51,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,b44c077e1cc5ec2c7a79d8fe64cf91be,1,521,2019-01-08,AM,17,Tuesday,480644
2019-01-08 16:07:05,4859525594182537,fraud_Douglas-White,entertainment,564.57,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,f56d01ff54f475c73fe91a13cbb824ad,1,1039,2019-01-08,PM,28,Tuesday,485952
2019-01-08 22:18:14,4859525594182537,fraud_Denesik and Sons,shopping_pos,929.28,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,c21ffa44c38c315d260b4f9487cc0335,1,1039,2019-01-08,PM,28,Tuesday,485952
2019-01-08 22:27:52,342035762534413,fraud_Huel Ltd,misc_net,848.32,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,ea16c9d6592042af750373f1e8180143,1,510,2019-01-08,PM,19,Tuesday,342035
2019-01-08 22:28:43,3597980945245815,fraud_Cormier LLC,shopping_net,1003.72,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,b7acd15e4f646a95231d520ee1a642f9,1,520,2019-01-08,PM,61,Tuesday,359798
2019-01-08 22:36:34,4806443445305,fraud_Auer-West,shopping_net,1131.66,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,420cc23e475d71bed60e1f8531b72976,1,521,2019-01-08,PM,17,Tuesday,480644
2019-01-08 22:48:16,4806443445305,fraud_Stamm-Witting,shopping_net,959.59,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,e3e405d96a992d6ac39c96b6a0a40414,1,521,2019-01-08,PM,17,Tuesday,480644
2019-01-08 23:05:32,3597980945245815,"fraud_Effertz, Welch and Schowalter",entertainment,388.02,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,a0d0796e98083c82b8be49331bd8ce4b,1,520,2019-01-08,PM,61,Tuesday,359798
2019-01-08 23:22:32,4806443445305,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1050.01,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,5f1c74bdd31fe307b46329446bdb54bc,1,521,2019-01-08,PM,17,Tuesday,480644
2019-01-08 23:37:33,4806443445305,"fraud_Towne, Greenholt and Koepp",shopping_net,996.93,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,a03e9c82cfbc34079714731b0b58f313,1,521,2019-01-08,PM,17,Tuesday,480644
2019-01-08 23:54:21,342035762534413,fraud_Jewess LLC,shopping_pos,1030.43,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,f75fd6c755c25ef0c4c19e529e5598c4,1,510,2019-01-08,PM,19,Tuesday,342035
2019-01-08 23:58:14,4806443445305,"fraud_Altenwerth, Cartwright and Koss",shopping_net,937.47,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,4066d212b6068496c994620350b5b9ed,1,521,2019-01-08,PM,17,Tuesday,480644
2019-01-09 00:22:36,4806443445305,"fraud_Jones, Sawayn and Romaguera",misc_net,623.43,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,48ccc906742f28407fe83ed91cea5448,1,521,2019-01-09,AM,17,Wednesday,480644
2019-01-09 00:32:56,4859525594182537,fraud_Hackett-Lueilwitz,grocery_pos,346.69,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,737d7c9d2440b519df70efb9488221a0,1,1039,2019-01-09,AM,28,Wednesday,485952
2019-01-09 01:26:27,6526955903501879,fraud_Koepp-Witting,grocery_pos,337.06,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,8276e627c4a4b500a02ad2e7bd5ebf7c,1,542,2019-01-09,AM,68,Wednesday,652695
2019-01-09 01:59:26,3513618443244549,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,18.86,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,acdc1cdf75be4966dd778b55680566a9,1,2018,2019-01-09,AM,63,Wednesday,351361
2019-01-09 02:04:37,4859525594182537,fraud_Boyer PLC,shopping_net,847.72,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,e4901607e03c3cece4fd13d8a453328e,1,1039,2019-01-09,AM,28,Wednesday,485952
2019-01-09 02:20:12,4806443445305,fraud_Kerluke PLC,misc_net,897.67,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,81f8395c77b3695ccd2f8f2fe76346a2,1,521,2019-01-09,AM,17,Wednesday,480644
2019-01-09 02:52:29,6526955903501879,fraud_Miller-Hauck,grocery_pos,305.6,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,741210725eb19fed3a2323d5acc25fb6,1,542,2019-01-09,AM,68,Wednesday,652695
2019-01-09 03:26:07,6526955903501879,fraud_Koepp-Parker,grocery_pos,301.33,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,119742fa5c0fb98147bb370520f08f8e,1,542,2019-01-09,AM,68,Wednesday,652695
2019-01-09 04:39:14,4859525594182537,fraud_McGlynn-Heathcote,misc_net,701.88,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,5b867492da7fb7bfc3e4e3edbea002f7,1,1039,2019-01-09,AM,28,Wednesday,485952
2019-01-09 10:38:49,6526955903501879,"fraud_Mosciski, Gislason and Mertz",grocery_pos,303.14,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,aa1989a8da91dd1cc88c671f1a7fbbbf,1,542,2019-01-09,AM,68,Wednesday,652695
2019-01-09 15:04:56,4806443445305,fraud_Miller-Harris,misc_net,749.94,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,b1f421eab0bc67aaf1c352c84816270e,1,521,2019-01-09,PM,17,Wednesday,480644
2019-01-09 15:21:30,3513618443244549,fraud_Kozey-Boehm,shopping_net,1006.34,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,f855301c6a93de05a4d4b4a9deb09d29,1,2018,2019-01-09,PM,63,Wednesday,351361
2019-01-09 22:00:53,342035762534413,fraud_Lynch Ltd,shopping_pos,1104.38,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,bccdb95622cd13a1f89fe518eecf3bc9,1,510,2019-01-09,PM,19,Wednesday,342035
2019-01-09 22:02:26,6526955903501879,fraud_Heathcote LLC,shopping_net,1044.81,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,57293a41aecebcb5bc6c726d844353fa,1,542,2019-01-09,PM,68,Wednesday,652695
2019-01-09 22:02:48,342035762534413,"fraud_Little, Gutmann and Lynch",shopping_net,937.57,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,4ef31a97caecc972667fa25eaa1df602,1,510,2019-01-09,PM,19,Wednesday,342035
2019-01-09 22:23:26,342035762534413,"fraud_Reichert, Shanahan and Hayes",shopping_net,918.69,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,704244451385794285a2a87d3fb650a9,1,510,2019-01-09,PM,19,Wednesday,342035
2019-01-09 22:23:50,342035762534413,fraud_Treutel-King,travel,10.53,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,52f0ff84e35961080272e6c4b531bf89,1,510,2019-01-09,PM,19,Wednesday,342035
2019-01-09 22:24:49,6526955903501879,"fraud_Moore, Dibbert and Koepp",misc_net,835.36,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,7cdedb2010fe2e4dfc6a14c1c2436e48,1,542,2019-01-09,PM,68,Wednesday,652695
2019-01-09 22:35:53,4859525594182537,fraud_Powlowski-Weimann,food_dining,95.94,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,05f85a239b8ed645e73afa8a8351ff9c,1,1039,2019-01-09,PM,28,Wednesday,485952
2019-01-09 22:58:24,4806443445305,fraud_Boyer-Haley,travel,9.91,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,f766eae4ee862d058458d0a262dc5350,1,521,2019-01-09,PM,17,Wednesday,480644
2019-01-09 23:04:06,342035762534413,fraud_Pfeffer and Sons,shopping_pos,1148.15,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,8672edc712615cbf780a04d676d5d9ed,1,510,2019-01-09,PM,19,Wednesday,342035
2019-01-09 23:10:07,6526955903501879,fraud_Pfeffer and Sons,shopping_pos,945.56,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,dde2b935b8e06645375f1367754b041d,1,542,2019-01-09,PM,68,Wednesday,652695
2019-01-09 23:48:27,4859525594182537,"fraud_Yost, Schamberger and Windler",kids_pets,18.24,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,49a760148e23714e83cdddec137d0644,1,1039,2019-01-09,PM,28,Wednesday,485952
2019-01-10 00:43:13,6526955903501879,fraud_Murray-Smitham,grocery_pos,325.38,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,7c13d75b4ff842cbd52e2024dec4f06f,1,542,2019-01-10,AM,68,Thursday,652695
2019-01-10 02:55:38,6526955903501879,"fraud_Connelly, Reichert and Fritsch",gas_transport,8.45,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,ca8d48f99364ef219930e57b863babf1,1,542,2019-01-10,AM,68,Thursday,652695
2019-01-10 03:39:22,3513618443244549,"fraud_Mosciski, Gislason and Mertz",grocery_pos,311.47,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,4bd3349dff842c77286faf2d062b9621,1,2018,2019-01-10,AM,63,Thursday,351361
